,emp_length,annual_income,debt_to_income,delinq_2y,inquiries_last_12m,total_credit_lines,total_credit_limit,total_credit_utilized,num_historical_failed_to_pay,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,paid_total,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_renewable_energy,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G4,initial_listing_status_whole
1092,10.0,130000.0,31.19,1,0,35,166535,80661,1,0,6,3,,6,25800,2,97.1,1,18000,36,10.41,1742.46,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1093,10.0,75000.0,13.76,0,6,24,508165,26600,0,0,1,7,4.0,3,25600,6,95.8,0,16000,36,17.09,1698.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,10.0,76000.0,20.51,0,0,33,79900,36991,0,0,2,3,13.0,5,14700,0,100.0,0,12000,60,9.44,1000.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,2.0,90000.0,24.99,1,0,26,83886,62749,0,0,3,2,16.0,8,31000,2,100.0,0,10000,60,21.45,1353.48,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1096,10.0,95000.0,19.63,0,1,20,101680,84155,0,0,2,2,10.0,3,47700,3,85.0,0,40000,36,9.43,2518.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1097,9.0,59000.0,10.2,0,0,11,21221,3103,0,876,4,0,,0,0,0,72.7,0,5000,36,9.93,641.96,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,10.0,62000.0,14.52,1,3,28,41896,20133,0,0,2,2,3.0,0,5400,3,96.4,0,17000,60,13.59,17141.185,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1099,1.0,70000.0,2.26,0,0,8,22700,5229,0,0,0,6,16.0,3,22700,0,100.0,0,10000,36,6.72,1533.77,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,10.0,50000.0,4.5,1,0,8,40676,25609,0,96,1,2,16.0,2,7400,0,87.5,0,16000,60,26.3,1904.22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1101,10.0,65000.0,26.43,0,0,22,64750,34139,0,0,1,3,20.0,8,32600,0,100.0,0,30000,36,21.85,2341.41,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1102,10.0,50000.0,21.87,0,1,25,37900,18726,0,218,1,4,12.0,1,6200,0,100.0,0,20000,36,15.04,2064.39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,0.0,64000.0,13.22,0,1,25,92600,41045,0,0,2,8,12.0,4,42200,0,100.0,0,20800,36,10.41,2013.48,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,10.0,90000.0,7.96,0,0,15,66400,22984,0,540,3,0,,3,50500,0,100.0,0,24000,36,6.71,2204.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,,32800.0,29.09,0,1,23,61741,26355,1,0,3,4,7.0,1,7000,1,100.0,1,3800,36,7.35,3888.056464827,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1106,8.0,200000.0,16.26,0,2,27,756509,160421,0,0,4,6,2.0,2,67000,3,92.6,0,9500,36,6.07,861.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,10.0,75000.0,12.58,0,1,15,58463,23720,0,0,1,4,1.0,6,19200,0,93.3,0,30000,60,13.59,2721.46,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1108,4.0,65000.0,12.98,0,0,7,70407,22803,0,0,2,1,,1,34700,0,100.0,0,5075,36,5.32,761.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,10.0,118000.0,11.49,0,2,13,379606,65055,0,0,1,3,10.0,4,21500,2,76.9,0,20000,60,13.58,1368.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,9.0,65800.0,28.07,0,1,22,282942,43061,0,227,3,2,1.0,1,5000,2,95.5,0,30000,60,24.84,2591.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1111,8.0,30000.0,16.16,0,2,25,63207,42958,1,0,2,5,1.0,4,13700,0,100.0,0,15000,60,21.45,1620.56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,7.0,41000.0,72.89,0,15,36,349934,73036,0,0,5,7,0.0,2,12600,4,100.0,0,15000,36,7.96,926.27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1113,2.0,56000.0,24.65,0,0,28,100457,93333,0,0,4,1,14.0,4,18000,0,88.5,0,10000,60,21.45,1080.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1114,0.0,130000.0,0.09,0,0,4,3100,10,0,0,0,1,,1,3100,0,100.0,0,10000,36,7.35,10073.909263001,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,3.0,48000.0,20.48,0,2,32,109453,83572,0,0,16,3,4.0,2,18000,0,100.0,0,16000,36,10.91,2068.32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,6.0,32000.0,27.53,0,4,17,34719,22229,1,0,1,4,3.0,8,10400,0,100.0,1,11200,60,17.47,832.7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1117,5.0,40000.0,2.97,0,2,10,156490,3908,0,148,0,1,0.0,2,8500,3,100.0,0,6000,36,10.42,6091.0141459735,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1118,10.0,27511.0,0.0,0,0,12,88500,0,0,0,0,2,16.0,0,17000,2,100.0,0,15000,36,6.71,1377.95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1119,4.0,70000.0,17.28,0,0,34,240724,40285,0,0,3,4,18.0,4,19600,2,100.0,0,10000,36,7.35,1547.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,10.0,190000.0,13.81,0,0,25,390853,116281,0,0,6,7,20.0,3,18700,4,91.7,0,30000,60,28.72,2745.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1121,3.0,68200.0,22.59,0,1,23,210524,55833,0,687,2,2,2.0,2,12000,1,95.7,0,12000,60,17.09,1471.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1122,3.0,35860.0,17.67,0,1,9,32350,15627,0,0,2,2,1.0,1,20600,0,100.0,0,13000,60,15.05,1227.61,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,3.0,28600.0,24.13,0,1,20,38668,17781,0,0,1,1,7.0,1,11500,2,85.0,0,10000,60,14.08,1157.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1124,9.0,38000.0,29.31,0,1,12,36466,26161,1,1272,2,3,10.0,3,8000,0,83.3,1,6000,36,16.02,1049.71,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1125,2.0,90000.0,30.31,2,0,16,478064,87422,0,0,3,1,19.0,2,14000,2,81.0,0,18000,60,16.02,2173.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1126,8.0,350000.0,11.98,0,2,23,680784,162278,0,0,3,4,10.0,5,91000,4,100.0,0,15000,36,12.61,1486.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,0.0,20000.0,32.65,0,1,8,35467,20283,0,0,1,3,8.0,2,12500,0,100.0,0,5000,36,5.32,599.36,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1128,10.0,65000.0,24.19,1,2,29,59063,24764,1,0,2,9,1.0,6,20500,1,96.0,1,12000,36,17.47,1611.96,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,2.0,51000.0,22.66,0,2,23,104401,109072,0,0,15,3,3.0,2,9600,0,100.0,0,20000,36,17.47,20805.2122109378,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1130,,70000.0,39.43,0,1,21,405432,107379,0,0,1,3,12.0,14,55400,1,100.0,0,16000,60,17.09,16272.5471577471,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1131,9.0,85000.0,36.93,0,3,37,325960,98928,0,0,3,11,9.0,12,27000,2,94.6,0,35000,36,21.85,3916.91,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1132,10.0,71000.0,10.29,0,2,21,39100,52703,0,0,3,3,7.0,4,16600,0,78.9,0,14000,36,15.04,1930.66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,,118000.0,16.08,0,2,33,241477,50209,0,0,0,7,11.0,4,45000,3,97.0,0,40000,60,11.98,3530.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134,9.0,232000.0,12.91,0,0,27,628042,109518,0,0,6,1,17.0,3,64000,4,96.3,0,16450,60,10.42,1392.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1135,10.0,30000.0,8.36,0,1,8,159300,4796,1,0,0,2,8.0,3,11300,2,100.0,1,6500,36,9.43,617.22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1136,6.0,66000.0,9.55,0,3,9,252254,25166,1,153,1,8,1.0,3,2500,1,100.0,1,8000,36,18.45,856.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,10.0,68000.0,34.91,0,3,30,101438,79084,0,0,6,8,3.0,2,4700,2,100.0,0,20000,60,20.0,2101.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1138,1.0,82000.0,10.13,0,4,16,53140,36282,1,558,1,2,5.0,3,21600,0,53.3,1,7800,36,5.32,1172.19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,10.0,78000.0,4.48,0,1,14,480400,7938,0,0,1,3,4.0,3,20900,3,85.7,0,6000,36,6.08,726.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1140,7.0,40000.0,22.85,0,0,21,55030,32542,0,0,5,3,,6,19900,0,81.0,0,6300,36,15.04,650.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1141,10.0,91275.0,10.73,1,0,18,29300,12695,0,0,1,0,,1,6200,0,77.8,0,4000,36,15.04,412.88,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1142,3.0,35000.0,4.15,0,0,3,6600,3646,0,0,0,0,16.0,2,2600,0,100.0,0,2750,36,13.59,463.1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,10.0,110000.0,23.85,1,6,38,432490,111743,0,0,3,8,4.0,9,94500,2,94.7,0,22000,60,9.92,1387.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1144,10.0,64000.0,22.67,0,1,14,57191,42298,0,0,1,1,10.0,4,21800,0,100.0,0,22000,60,12.62,2450.65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1145,3.0,35000.0,8.78,0,1,3,19400,7326,0,0,1,1,6.0,1,14400,0,100.0,0,10000,60,14.08,924.58,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,9.0,29415.0,9.96,0,0,12,9600,10632,0,0,0,2,19.0,3,9600,0,100.0,0,10275,60,25.81,979.74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1147,,125000.0,6.15,0,2,20,231051,20865,0,0,0,4,1.0,7,48100,4,95.0,0,35000,60,18.45,2620.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,4.0,86000.0,12.38,0,0,9,52000,34773,0,0,5,1,14.0,3,29500,0,100.0,0,3600,36,7.97,560.66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,10.0,250000.0,28.67,0,3,39,702733,217309,2,0,2,9,7.0,13,207500,3,97.4,0,40000,36,9.92,3823.48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,0.0,48000.0,16.04,0,0,11,31500,25691,0,0,1,2,16.0,3,20000,0,100.0,0,20000,36,13.59,3443.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,8.0,111000.0,14.29,1,3,49,563869,124845,0,0,5,7,5.0,2,17000,3,91.8,0,26000,60,11.98,1717.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,4.0,35000.0,36.52,1,0,14,119044,65500,0,5749,2,2,18.0,2,42000,0,92.9,0,10000,36,13.59,1642.33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1153,4.0,32000.0,20.59,0,3,17,44813,12037,0,0,1,5,3.0,3,8900,0,87.5,0,12900,36,16.02,4689.81,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,7.0,61846.0,29.07,0,2,34,88097,70963,0,0,3,4,2.0,4,34000,0,97.1,0,15000,36,15.05,2570.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1155,6.0,115000.0,9.71,0,1,19,96265,37068,0,0,2,4,0.0,5,51600,0,94.7,0,7200,36,10.9,701.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1156,1.0,122000.0,24.59,0,5,30,540105,143742,0,51,4,5,11.0,7,86000,1,96.7,0,28000,60,15.04,28593.2896659265,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1157,10.0,38700.0,57.02,0,1,34,93351,64509,0,0,3,6,10.0,4,11400,1,97.1,0,36400,60,15.04,2493.72,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1158,10.0,59000.0,21.79,0,0,12,54840,38011,0,646,2,2,20.0,2,12500,0,100.0,0,12500,36,11.98,1228.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,2.0,80000.0,10.62,2,2,22,52116,28194,0,109,1,3,5.0,4,28300,0,100.0,0,15000,36,7.96,1402.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,10.0,62000.0,13.16,0,1,28,55702,20410,0,3674,2,8,9.0,2,29000,1,85.7,0,6000,36,9.92,576.83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1161,2.0,74400.0,33.19,1,6,45,487267,146230,1,0,8,7,4.0,2,10400,5,97.7,1,20000,36,14.08,2021.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,10.0,70000.0,10.5,0,0,5,44300,21893,0,0,0,3,,4,34300,0,100.0,0,20000,36,6.08,2429.92,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1163,10.0,86000.0,14.54,1,3,32,572245,72753,0,0,3,5,4.0,2,13900,8,74.2,0,10000,60,12.61,856.62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1164,10.0,37000.0,24.98,0,3,26,41975,15690,1,0,1,6,6.0,7,11800,0,88.5,1,10000,36,16.02,1749.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,0.0,164000.0,8.62,0,1,20,137313,38522,0,0,2,2,11.0,2,89000,3,100.0,0,20000,36,5.31,1800.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,,25700.0,17.98,1,0,34,58800,5047,0,0,1,1,,1,33500,0,97.0,0,5000,36,6.08,1263.14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1167,10.0,55000.0,27.53,0,3,28,148679,50530,0,0,3,5,5.0,5,24200,1,82.1,0,6000,36,18.45,642.54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
